Designator,Mid X,Mid Y,Rotation,Layer
D1,132.08,-72.644,0.0,top
D2,139.954,-72.644,0.0,top
D3,147.828,-72.644,0.0,top
D4,155.702,-72.644,0.0,top
J1,139.446,-86.36,90.0,top
J2,148.839,-86.36,90.0,top
R1,132.08,-78.74,0.0,top
R2,139.954,-78.74,0.0,top
R3,147.828,-78.74,0.0,top
R4,155.702,-78.74,0.0,top
SW1,116.84,-97.478,0.0,top
SW2,138.176,-97.478,0.0,top
SW3,159.512,-97.478,0.0,top
U1,116.84,-77.724,0.0,top
